Player_Name,TeamName_bat,Matches_bat,TotalRuns,Balls,Dotballs,StrikeRate_bat,Fours,Sixes,Outs,NotOuts,BattingAverage,FiftyPlusRuns,Centuries,HighestScore,Year,TeamName_bowl,Matches_bowl,TotalRunsConceded,DotBallsBowled,ScoringBallsBowled,BowlingAverage,StrikeRate_bowl,BoundaryPercentage,BoundaryFrequency,EconomyRate,OversBowled,Wides,NoBalls,Wickets,Maidens,FourWickets,FiveWickets,Hattricks,Team Name,Price,Price_Cr
Daryl Mitchell,Chennai Super Kings,13.0,318.0,223.0,59.0,142.6,27.0,10.0,11.0,2.0,28.91,2.0,0.0,63,2024,Chennai Super Kings,13.0,70.0,4.0,34.0,70.0,36.0,60.0,4.0,11.66,6.0,2.0,0.0,1.0,0.0,0.0,0.0,,Chennai Super Kings,14 crore,14.0
Dasun Shanaka,Gujarat Titans,3.0,26.0,26.0,12.0,100.0,2.0,1.0,2.0,1.0,13.00,0.0,0.0,17,2023,,,,,,,,,,,,,,,,,,,Gujarat Titans,0 crore,0.0
David Miller,Punjab Kings,3.0,74.0,64.0,,115.62,3.0,2.0,2.0,1.0,37.0,0.0,0.0,26,2018,,,,,,,,,,,,,,,,,,,Punjab Kings,3 crore,3.0
David Miller,Punjab Kings,10.0,213.0,164.0,,129.87,19.0,7.0,8.0,2.0,26.62,1.0,0.0,59*,2019,,,,,,,,,,,,,,,,,,,Punjab Kings,3 crore,3.0
David Miller,Gujarat Titans,16.0,481.0,337.0,95.0,142.72,32.0,23.0,7.0,9.0,68.71,2.0,0.0,94*,2022,,,,,,,,,,,,,,,,,,,Gujarat Titans,3 crore,3.0
David Miller,Gujarat Titans,16.0,481.0,337.0,95.0,142.72,32.0,23.0,7.0,9.0,68.71,2.0,0.0,94*,2022,,,,,,,,,,,,,,,,,,,Gujarat Titans,3.0,3.0
David Miller,Gujarat Titans,16.0,259.0,178.0,51.0,145.5,18.0,13.0,8.0,5.0,32.38,0.0,0.0,46,2023,,,,,,,,,,,,,,,,,,,Gujarat Titans,3 crore,3.0
David Miller,Gujarat Titans,9.0,210.0,139.0,41.0,151.07,20.0,8.0,6.0,3.0,35.00,1.0,0.0,55,2024,,,,,,,,,,,,,,,,,,,Gujarat Titans,3 crore,3.0
David Miller,Lucknow Super Giants,11.0,153.0,120.0,36.0,127.5,13.0,4.0,5.0,6.0,30.60,0.0,0.0,27*,2025,,,,,,,,,,,,,,,,,,,Lucknow Supergiants,7.5 crore,7.5
David Warner,Delhi Capitals,12.0,432.0,287.0,103.0,150.52,52.0,15.0,9.0,3.0,48.00,5.0,0.0,92*,2022,,,,,,,,,,,,,,,,,,,Delhi Capitals,6.25,6.25
David Wiese,Kolkata Knight Riders,3.0,21.0,11.0,5.0,190.9,0.0,3.0,1.0,2.0,21.00,0.0,0.0,12*,2023,,,,,,,,,,,,,,,,,,,Kolkata Knight Riders,1.00 crore,1.0
David Willey,Royal Challengers Bangalore,4.0,18.0,30.0,22.0,60.0,3.0,0.0,2.0,0.0,9.00,0.0,0.0,18,2022,Royal Challengers Bangalore,4.0,72.0,27.0,39.0,72.0,66.0,50.0,8.25,6.54,11.0,0.0,0.0,1.0,0.0,0.0,0.0,,Royal Challengers Bangalore,2.0,2.0
Dawid Malan,Punjab Kings,1.0,26.0,26.0,,100.0,1.0,1.0,1.0,0.0,26.0,0.0,0.0,26,2021,,,,,,,,,,,,,,,,,,,Punjab Kings,"1,50,00,000",1.5
Deepak Hooda,Lucknow Super Giants,15.0,451.0,330.0,104.0,136.66,36.0,18.0,14.0,0.0,32.21,4.0,0.0,59,2022,Lucknow Super Giants,15.0,43.0,5.0,19.0,43.0,24.0,69.76,4.0,10.75,4.0,0.0,0.0,1.0,0.0,0.0,0.0,,Lucknow Supergiants,5.75,5.75
Devdutt Padikkal,Royal Challengers Bangalore,15.0,473.0,379.0,,124.8,51.0,8.0,15.0,0.0,31.53,5.0,0.0,74,2020,,,,,,,,,,,,,,,,,,,Royal Challengers Bangalore,0.2 crore,0.2
Devdutt Padikkal,Rajasthan Royals,17.0,376.0,306.0,135.0,122.87,40.0,14.0,17.0,0.0,22.12,1.0,0.0,54,2022,,,,,,,,,,,,,,,,,,,Rajasthan Royals,7.75 crore,7.75
Devdutt Padikkal,Rajasthan Royals,17.0,376.0,306.0,135.0,122.87,40.0,14.0,17.0,0.0,22.12,1.0,0.0,54,2022,,,,,,,,,,,,,,,,,,,Rajasthan Royals,7.75,7.75
Devdutt Padikkal,Rajasthan Royals,11.0,261.0,200.0,73.0,130.5,31.0,6.0,10.0,1.0,26.10,2.0,0.0,52,2023,,,,,,,,,,,,,,,,,,,Rajasthan Royals,7.75 crore,7.75
Devdutt Padikkal,Lucknow Super Giants,7.0,38.0,53.0,29.0,71.69,3.0,0.0,7.0,0.0,5.43,0.0,0.0,13,2024,,,,,,,,,,,,,,,,,,,Lucknow Supergiants,7.75 crore,7.75
Devdutt Padikkal,Royal Challengers Bengaluru,10.0,247.0,164.0,59.0,150.6,21.0,14.0,9.0,1.0,27.44,2.0,0.0,61,2025,,,,,,,,,,,,,,,,,,,Royal Challengers Bangalore,2 crore,2.0
Devon Conway,Chennai Super Kings,7.0,252.0,173.0,58.0,145.66,22.0,12.0,6.0,1.0,42.00,3.0,0.0,87,2022,,,,,,,,,,,,,,,,,,,Chennai Super Kings,1 crore,1.0
Devon Conway,Chennai Super Kings,7.0,252.0,173.0,58.0,145.66,22.0,12.0,6.0,1.0,42.00,3.0,0.0,87,2022,,,,,,,,,,,,,,,,,,,Chennai Super Kings,1.0,1.0
Devon Conway,Chennai Super Kings,16.0,672.0,481.0,164.0,139.7,77.0,18.0,13.0,2.0,51.69,6.0,0.0,92*,2023,,,,,,,,,,,,,,,,,,,Chennai Super Kings,1 crore,1.0
Devon Conway,Chennai Super Kings,6.0,156.0,119.0,45.0,131.09,17.0,4.0,6.0,0.0,26.00,2.0,0.0,69,2025,,,,,,,,,,,,,,,,,,,Chennai Super Kings,6.25 crore,6.25
Dewald Brevis,Mumbai Indians,7.0,161.0,113.0,52.0,142.47,14.0,11.0,7.0,0.0,23.00,0.0,0.0,49,2022,Mumbai Indians,7.0,8.0,1.0,2.0,8.0,3.0,100.0,1.5,16.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,,Mumbai Indians,3 crore,3.0
Dewald Brevis,Mumbai Indians,7.0,161.0,113.0,52.0,142.47,14.0,11.0,7.0,0.0,23.00,0.0,0.0,49,2022,Mumbai Indians,7.0,8.0,1.0,2.0,8.0,3.0,100.0,1.5,16.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,,Mumbai Indians,3.0,3.0
Dewald Brevis,Mumbai Indians,3.0,69.0,59.0,27.0,116.94,3.0,5.0,3.0,0.0,23.00,0.0,0.0,46,2024,,,,,,,,,,,,,,,,,,,Mumbai Indians,3 crore,3.0
Dhruv Jurel,Rajasthan Royals,13.0,152.0,88.0,21.0,172.72,11.0,9.0,7.0,4.0,21.71,0.0,0.0,34*,2023,,,,,,,,,,,,,,,,,,,Rajasthan Royals,0.2 crore,0.2
Dhruv Jurel,Rajasthan Royals,15.0,195.0,141.0,45.0,138.29,18.0,7.0,8.0,3.0,24.38,2.0,0.0,56*,2024,,,,,,,,,,,,,,,,,,,Rajasthan Royals,0.2 crore,0.2
Dhruv Jurel,Rajasthan Royals,14.0,333.0,213.0,68.0,156.33,22.0,22.0,9.0,4.0,37.00,2.0,0.0,70,2025,,,,,,,,,,,,,,,,,,,Rajasthan Royals,14 crore,14.0
Dinesh Karthik,Royal Challengers Bangalore,16.0,330.0,180.0,53.0,183.33,27.0,22.0,6.0,10.0,55.00,1.0,0.0,66*,2022,,,,,,,,,,,,,,,,,,,Royal Challengers Bangalore,5.5,5.5
Donovan Ferreira,Rajasthan Royals,2.0,8.0,11.0,5.0,72.72,0.0,0.0,2.0,0.0,4.00,0.0,0.0,7,2024,,,,,,,,,,,,,,,,,,,Joburg Super Kings,1 crore,1.0
Donovan Ferreira,Delhi Capitals,1.0,1.0,3.0,2.0,33.33,0.0,0.0,1.0,0.0,1.00,0.0,0.0,1,2025,,,,,,,,,,,,,,,,,,,Delhi Capitals,0.75 crore,0.75
Duan Jansen,,,,,,,,,,,,,,,2023,Mumbai Indians,1.0,53.0,6.0,22.0,53.0,24.0,67.92,3.42,13.25,4.0,4.0,0.0,1.0,0.0,0.0,0.0,,Mumbai Indians,0.2 crore,0.2
Dushmantha Chameera,Lucknow Super Giants,12.0,43.0,28.0,12.0,153.57,3.0,3.0,4.0,4.0,10.75,0.0,0.0,17,2022,Lucknow Super Giants,12.0,384.0,122.0,156.0,42.66,29.33,71.35,4.25,8.72,44.0,12.0,2.0,9.0,0.0,0.0,0.0,,Lucknow Supergiants,2 crore,2.0
Dushmantha Chameera,Delhi Capitals,6.0,10.0,14.0,4.0,71.42,0.0,0.0,0.0,3.0,-,0.0,0.0,8*,2025,Delhi Capitals,6.0,171.0,20.0,78.0,42.75,22.5,63.15,4.09,11.4,15.0,8.0,0.0,4.0,0.0,0.0,0.0,,Delhi Capitals,0.75 crore,0.75
Dwaine Pretorius,Chennai Super Kings,6.0,44.0,28.0,10.0,157.14,3.0,3.0,4.0,1.0,11.00,0.0,0.0,22,2022,Chennai Super Kings,6.0,210.0,37.0,101.0,35.0,21.0,52.38,5.72,10.0,21.0,12.0,0.0,6.0,0.0,0.0,0.0,,Chennai Super Kings,0.5 crore,0.5
Dwaine Pretorius,Chennai Super Kings,6.0,44.0,28.0,10.0,157.14,3.0,3.0,4.0,1.0,11.00,0.0,0.0,22,2022,Chennai Super Kings,6.0,210.0,37.0,101.0,35.0,21.0,52.38,5.72,10.0,21.0,12.0,0.0,6.0,0.0,0.0,0.0,,Chennai Super Kings,0.5,0.5
Dwayne Bravo,Chennai Super Kings,10.0,23.0,24.0,9.0,95.83,1.0,1.0,2.0,4.0,11.50,0.0,0.0,12,2022,Chennai Super Kings,10.0,299.0,70.0,159.0,18.68,12.87,50.83,5.88,8.7,34.2,20.0,3.0,16.0,1.0,0.0,0.0,,Chennai Super Kings,4.4,4.4
Evin Lewis,Lucknow Super Giants,6.0,73.0,56.0,25.0,130.35,8.0,3.0,3.0,2.0,24.33,1.0,0.0,55*,2022,,,,,,,,,,,,,,,,,,,Lucknow Supergiants,2.0,2.0
Fabian Allen,Punjab Kings,4.0,6.0,12.0,,50.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,6,2021,Punjab Kings,4.0,90.0,20.0,,90.0,66.0,,,8.18,11.0,,,1.0,1.0,0.0,0.0,0.0,Punjab Kings,"75,00,000",0.75
Fabian Allen,Mumbai Indians,1.0,8.0,7.0,3.0,114.28,1.0,0.0,1.0,0.0,8.00,0.0,0.0,8,2022,Mumbai Indians,1.0,46.0,6.0,18.0,46.0,24.0,73.91,3.42,11.5,4.0,0.0,0.0,1.0,0.0,0.0,0.0,,Mumbai Indians,0.75,0.75
Faf Du Plessis,Royal Challengers Bangalore,16.0,468.0,367.0,145.0,127.52,49.0,13.0,15.0,1.0,31.20,3.0,0.0,96,2022,,,,,,,,,,,,,,,,,,,Royal Challengers Bangalore,7.0,7.0
Faf du Plessis,Chennai Super Kings,6.0,162.0,129.0,,125.58,17.0,6.0,5.0,1.0,32.4,1.0,0.0,67*,2018,,,,,,,,,,,,,,,,,,,Chennai Super Kings,1.6 crore,1.6
Faf du Plessis,Chennai Super Kings,12.0,396.0,321.0,,123.36,36.0,15.0,11.0,1.0,36.0,3.0,0.0,96,2019,,,,,,,,,,,,,,,,,,,Chennai Super Kings,1.6 crore,1.6
Faf du Plessis,Chennai Super Kings,13.0,449.0,319.0,,140.75,42.0,14.0,11.0,2.0,40.81,4.0,0.0,87*,2020,,,,,,,,,,,,,,,,,,,Chennai Super Kings,1.6 crore,1.6
Faf du Plessis,Chennai Super Kings,16.0,633.0,458.0,,138.2,60.0,23.0,14.0,2.0,45.21,6.0,0.0,95*,2021,,,,,,,,,,,,,,,,,,,Chennai Super Kings,0 crore,0.0
Fazalhaq Farooqi,Sunrisers Hyderabad,3.0,2.0,8.0,6.0,25.0,0.0,0.0,0.0,1.0,-,0.0,0.0,2*,2022,Sunrisers Hyderabad,3.0,110.0,24.0,52.0,55.0,36.0,58.18,5.14,9.16,12.0,4.0,0.0,2.0,0.0,0.0,0.0,,Sunrisers Hyderabad,0.5,0.5
Gautam Gambhir,Delhi Capitals,6.0,85.0,88.0,,96.59,8.0,1.0,5.0,0.0,17.0,1.0,0.0,55,2018,,,,,,,,,,,,,,,,,,,Delhi Daredevils,2.8 crore,2.8
Gerald Coetzee,Mumbai Indians,10.0,14.0,22.0,13.0,63.63,0.0,1.0,4.0,1.0,3.50,0.0,0.0,8,2024,Mumbai Indians,10.0,341.0,81.0,135.0,26.23,15.46,73.31,3.72,10.17,33.3,14.0,1.0,13.0,0.0,1.0,0.0,,Joburg Super Kings,6.00 crore,6.0
Gerald Coetzee,Gujarat Titans,4.0,17.0,11.0,5.0,154.54,2.0,1.0,2.0,0.0,8.50,0.0,0.0,12,2025,Gujarat Titans,4.0,131.0,21.0,55.0,65.5,36.0,65.64,4.23,10.91,12.0,4.0,0.0,2.0,0.0,0.0,0.0,,Gujarat Titans,2.4 crore,2.4
Glenn Maxwell,Royal Challengers Bangalore,15.0,513.0,356.0,,144.1,48.0,21.0,12.0,2.0,42.75,6.0,0.0,78,2021,Royal Challengers Bangalore,15.0,135.0,25.0,,45.0,32.0,,,8.43,16.0,,,3.0,0.0,0.0,0.0,0.0,Royal Challengers Bangalore,"14,25,00,000",14.25
Glenn Phillips,Sunrisers Hyderabad,5.0,39.0,22.0,10.0,177.27,2.0,4.0,5.0,0.0,7.80,0.0,0.0,25,2023,Sunrisers Hyderabad,5.0,20.0,6.0,12.0,20.0,18.0,40.0,9.0,6.66,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,Sunrisers Hyderabad,1.5 crore,1.5
Harbhajan Singh,Kolkata Knight Riders,3.0,4.0,4.0,,100.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2*,2021,,,,,,,,,,,,,,,,,,,Kolkata Knight Riders,"2,00,00,000",2.0
Hardus Viljoen,Punjab Kings,6.0,3.0,7.0,,42.85,0.0,0.0,2.0,1.0,1.5,0.0,0.0,2*,2019,Punjab Kings,6.0,222.0,47.0,,31.71,19.71,,,9.65,23.0,,,7.0,0.0,0.0,0.0,0.0,Punjab Kings,2 crore,2.0
Harpreet Brar,Punjab Kings,5.0,22.0,25.0,16.0,88.0,1.0,2.0,3.0,0.0,7.33,0.0,0.0,14,2022,Punjab Kings,5.0,146.0,38.0,62.0,36.5,24.0,65.75,5.05,9.12,16.0,4.0,0.0,4.0,0.0,0.0,0.0,,Punjab Kings,3.8,3.8
Harry Brook,Sunrisers Hyderabad,11.0,190.0,154.0,65.0,123.37,23.0,4.0,9.0,2.0,21.11,0.0,1.0,100*,2023,,,,,,,,,,,,,,,,,,,Sunrisers Hyderabad,13.25 crore,13.25
Harshal Patel,Royal Challengers Bangalore,15.0,43.0,39.0,19.0,110.25,4.0,2.0,5.0,3.0,8.60,0.0,0.0,11,2022,Royal Challengers Bangalore,15.0,410.0,130.0,208.0,21.57,16.89,57.56,6.55,7.66,53.3,17.0,0.0,19.0,2.0,1.0,0.0,,Royal Challengers Bangalore,10.75,10.75
Harshit Rana,,,,,,,,,,,,,,,2023,Kolkata Knight Riders,6.0,147.0,50.0,58.0,29.4,20.4,72.1,4.43,8.64,17.0,5.0,1.0,5.0,0.0,0.0,0.0,,Kolkata Knight Riders,0.2 crore,0.2
Harshit Rana,,,,,,,,,,,,,,,2024,Kolkata Knight Riders,13.0,383.0,95.0,169.0,20.15,13.31,65.79,4.86,9.08,42.1,11.0,0.0,19.0,1.0,0.0,0.0,,Kolkata Knight Riders,0.2 crore,0.2
Harshit Rana,Kolkata Knight Riders,13.0,57.0,53.0,30.0,107.54,5.0,3.0,4.0,3.0,14.25,0.0,0.0,34,2025,Kolkata Knight Riders,13.0,448.0,105.0,171.0,29.86,17.6,75.0,3.66,10.18,44.0,10.0,2.0,15.0,0.0,0.0,0.0,,Kolkata Knight Riders,4 crore,4.0
Heinrich Klaasen,Rajasthan Royals,4.0,57.0,47.0,,121.27,5.0,1.0,3.0,1.0,19.0,0.0,0.0,32,2018,,,,,,,,,,,,,,,,,,,Rajasthan Royals,0.5 crore,0.5
Heinrich Klaasen,Royal Challengers Bangalore,3.0,9.0,10.0,,90.0,0.0,0.0,2.0,0.0,4.5,0.0,0.0,6,2019,,,,,,,,,,,,,,,,,,,Royal Challengers Bangalore,0.5 crore,0.5
Heinrich Klaasen,Sunrisers Hyderabad,12.0,448.0,253.0,49.0,177.07,32.0,25.0,9.0,2.0,49.78,2.0,1.0,104,2023,,,,,,,,,,,,,,,,,,,Sunrisers Hyderabad,5.25 crore,5.25
Heinrich Klaasen,Sunrisers Hyderabad,16.0,479.0,280.0,76.0,171.07,19.0,38.0,12.0,3.0,39.92,4.0,0.0,80*,2024,,,,,,,,,,,,,,,,,,,Sunrisers Hyderabad,9.5 crore,9.5
Heinrich Klaasen,Sunrisers Hyderabad,13.0,487.0,282.0,64.0,172.69,42.0,25.0,11.0,2.0,44.27,1.0,1.0,105*,2025,,,,,,,,,,,,,,,,,,,Sunrisers Hyderabad,23 crore,23.0
Hrithik Shokeen,Mumbai Indians,5.0,43.0,48.0,25.0,89.58,5.0,0.0,2.0,1.0,21.50,0.0,0.0,25,2022,Mumbai Indians,5.0,127.0,43.0,51.0,63.5,45.0,69.29,5.29,8.46,15.0,4.0,0.0,2.0,0.0,0.0,0.0,,Mumbai Indians,0.2,0.2
Hrithik Shokeen,Mumbai Indians,8.0,23.0,17.0,6.0,135.29,4.0,0.0,1.0,2.0,23.00,0.0,0.0,18*,2023,Mumbai Indians,8.0,187.0,39.0,80.0,62.33,38.0,62.03,4.75,9.84,19.0,3.0,2.0,3.0,0.0,0.0,0.0,,Mumbai Indians,0.2 crore,0.2
Imran Tahir,Chennai Super Kings,6.0,2.0,2.0,,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2*,2018,Chennai Super Kings,6.0,188.0,40.0,,31.33,20.66,,,9.09,20.0,,,6.0,0.0,0.0,0.0,0.0,Chennai Super Kings,1 crore,1.0
Imran Tahir,,,,,,,,,,,,,,,2019,Chennai Super Kings,17.0,431.0,149.0,,16.57,14.84,,,6.69,64.0,,,26.0,1.0,2.0,0.0,0.0,Chennai Super Kings,1 crore,1.0
Imran Tahir,Chennai Super Kings,3.0,13.0,10.0,,130.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,13*,2020,Chennai Super Kings,3.0,76.0,19.0,,76.0,66.0,,,6.9,11.0,,,1.0,0.0,0.0,0.0,0.0,Chennai Super Kings,1 crore,1.0
Ishan Kishan,Mumbai Indians,14.0,418.0,348.0,140.0,120.11,45.0,11.0,13.0,1.0,32.15,3.0,0.0,81*,2022,,,,,,,,,,,,,,,,,,,Mumbai Indians,15.25,15.25
Jagadeesha Suchith,Sunrisers Hyderabad,5.0,2.0,8.0,6.0,25.0,0.0,0.0,2.0,0.0,1.00,0.0,0.0,2,2022,Sunrisers Hyderabad,5.0,140.0,49.0,66.0,20.0,15.42,58.57,6.75,7.77,18.0,7.0,0.0,7.0,0.0,0.0,0.0,,Sunrisers Hyderabad,0.2,0.2
James Neesham,Rajasthan Royals,2.0,31.0,27.0,7.0,114.81,3.0,0.0,2.0,0.0,15.50,0.0,0.0,17,2022,,,,,,,,,,,,,,,,,,,Rajasthan Royals,1.5,1.5
Jamie Overton,Chennai Super Kings,3.0,15.0,7.0,2.0,214.28,1.0,1.0,0.0,2.0,-,0.0,0.0,11*,2025,,,,,,,,,,,,,,,,,,,Chennai Super Kings,1.5 crore,1.5
Jason Holder,Lucknow Super Giants,12.0,58.0,44.0,22.0,131.81,2.0,6.0,6.0,2.0,9.67,0.0,0.0,16,2022,Lucknow Super Giants,12.0,391.0,77.0,189.0,27.92,17.78,59.84,5.08,9.42,41.3,17.0,0.0,14.0,0.0,0.0,0.0,,Lucknow Supergiants,8.75,8.75
Jason Roy,Delhi Capitals,5.0,120.0,94.0,,127.65,9.0,7.0,4.0,1.0,30.0,1.0,0.0,91*,2018,,,,,,,,,,,,,,,,,,,Delhi Daredevils,1.5 crore,1.5
Jason Roy,Kolkata Knight Riders,8.0,285.0,188.0,76.0,151.59,36.0,12.0,8.0,0.0,35.63,2.0,0.0,61,2023,,,,,,,,,,,,,,,,,,,Kolkata Knight Riders,2.8 crore,2.8
Jaydev Unadkat,Mumbai Indians,5.0,59.0,37.0,13.0,159.45,4.0,3.0,3.0,2.0,19.67,0.0,0.0,19*,2022,Mumbai Indians,5.0,190.0,36.0,87.0,31.66,20.0,64.21,4.8,9.5,20.0,3.0,0.0,6.0,0.0,0.0,0.0,,Mumbai Indians,1.3,1.3
Jhye Richardson,Punjab Kings,3.0,15.0,24.0,,62.5,2.0,0.0,2.0,0.0,7.5,0.0,0.0,15,2021,Punjab Kings,3.0,117.0,24.0,,39.0,22.0,,,10.63,11.0,,,3.0,0.0,0.0,0.0,0.0,Punjab Kings,14 crore,14.0
Jhye Richardson,Punjab Kings,3.0,15.0,24.0,,62.5,2.0,0.0,2.0,0.0,7.5,0.0,0.0,15,2021,Punjab Kings,3.0,117.0,24.0,,39.0,22.0,,,10.63,11.0,,,3.0,0.0,0.0,0.0,0.0,Punjab Kings,"14,00,00,000",14.0
Jhye Richardson,Delhi Capitals,1.0,2.0,2.0,1.0,100.0,0.0,0.0,1.0,0.0,2.00,0.0,0.0,2,2024,,,,,,,,,,,,,,,,,,,Delhi Capitals,5 crore,5.0
Jitesh Sharma,Punjab Kings,12.0,234.0,143.0,48.0,163.63,22.0,12.0,8.0,2.0,29.25,0.0,0.0,44,2022,,,,,,,,,,,,,,,,,,,Punjab Kings,0.2 crore,0.2
Jitesh Sharma,Punjab Kings,12.0,234.0,143.0,48.0,163.63,22.0,12.0,8.0,2.0,29.25,0.0,0.0,44,2022,,,,,,,,,,,,,,,,,,,Punjab Kings,0.2,0.2
Jitesh Sharma,Punjab Kings,14.0,309.0,198.0,75.0,156.06,22.0,21.0,13.0,1.0,23.77,0.0,0.0,49*,2023,,,,,,,,,,,,,,,,,,,Punjab Kings,20 crore,20.0
Jitesh Sharma,Punjab Kings,14.0,187.0,142.0,51.0,131.69,9.0,12.0,11.0,1.0,17.00,0.0,0.0,32*,2024,,,,,,,,,,,,,,,,,,,Punjab Kings,2.2 crore,2.2
Jitesh Sharma,Royal Challengers Bengaluru,14.0,237.0,138.0,48.0,171.73,22.0,15.0,6.0,4.0,39.50,1.0,0.0,85*,2025,,,,,,,,,,,,,,,,,,,Royal Challengers Bangalore,11 crore,11.0
Joe Root,Rajasthan Royals,3.0,10.0,15.0,8.0,66.66,1.0,0.0,1.0,0.0,10.00,0.0,0.0,10,2023,,,,,,,,,,,,,,,,,,,Rajasthan Royals,1 crore,1.0
Jofra Archer,Rajasthan Royals,10.0,15.0,21.0,,71.42,2.0,0.0,5.0,3.0,3.0,0.0,0.0,8,2018,Mumbai Indians,10.0,325.0,98.0,,21.66,15.53,,,8.36,39.0,,,15.0,0.0,0.0,0.0,0.0,Rajasthan Royals,7.2 crore,7.2
Jofra Archer,Rajasthan Royals,11.0,67.0,40.0,,167.5,4.0,4.0,2.0,3.0,33.5,0.0,0.0,27*,2019,Mumbai Indians,11.0,291.0,121.0,,26.45,23.45,,,6.76,43.0,,,11.0,2.0,0.0,0.0,0.0,Rajasthan Royals,7.2 crore,7.2
Jofra Archer,Rajasthan Royals,14.0,113.0,63.0,,179.36,5.0,10.0,6.0,4.0,18.83,0.0,0.0,27*,2020,Mumbai Indians,14.0,365.0,175.0,,18.25,16.7,,,6.55,55.0,,,20.0,0.0,0.0,0.0,0.0,Rajasthan Royals,7.2 crore,7.2
Jofra Archer,Mumbai Indians,5.0,4.0,4.0,1.0,100.0,0.0,0.0,0.0,2.0,-,0.0,0.0,3*,2023,Mumbai Indians,5.0,190.0,49.0,80.0,95.0,60.0,70.52,4.28,9.5,20.0,7.0,2.0,2.0,0.0,0.0,0.0,,Mumbai Indians,8 crore,8.0
