BowlerName,TeamName,Matches,TotalRunsConceded,DotBallsBowled,ScoringBallsBowled,BowlingAverage,StrikeRate,BoundaryPercentage,BoundaryFrequency,EconomyRate,OversBowled,Wides,NoBalls,Wickets,Maidens,FourWickets,FiveWickets,Hattricks,Year
Rashid Khan,Gujarat Titans,12,367,84,178.0,36.7,26.2,56.67,6.23,8.4,43.4,0.0,0.0,10,0,0,0,,2024
Cameron Green,Royal Challengers Bengaluru,13,303,72,151.0,30.3,21.1,58.74,5.41,8.61,35.1,12.0,0.0,10,0,0,0,,2024
Ravi Bishnoi,Lucknow Super Giants,14,383,89,181.0,38.3,26.2,61.61,5.34,8.77,43.4,8.0,0.0,10,0,0,0,,2024
Rahul Chahar,Punjab Kings,9,279,56,133.0,27.9,18.6,60.21,5.63,9.0,31.0,2.0,1.0,10,0,0,0,,2024
Ishant Sharma,Delhi Capitals,9,265,63,119.0,26.5,16.2,65.66,4.15,9.81,27.0,19.0,1.0,10,0,0,0,,2024
Mohsin Khan,Lucknow Super Giants,9,385,82,155.0,38.5,22.8,71.16,4.0,10.13,38.0,9.0,0.0,10,0,0,0,,2024
Ravichandran Ashwin,Rajasthan Royals,15,467,89,257.0,51.88,36.66,47.53,7.17,8.49,55.0,16.0,0.0,9,0,0,0,,2024
Lockie Ferguson,Royal Challengers Bengaluru,7,255,43,104.0,28.33,16.0,69.8,3.89,10.62,24.0,0.0,3.0,9,0,0,0,,2024
Rasikh Salam,Delhi Capitals,8,269,42,114.0,29.88,16.33,66.91,4.08,10.97,24.3,9.0,0.0,9,0,0,0,,2024
Ravindra Jadeja,Chennai Super Kings,14,369,75,210.0,46.12,35.25,44.98,8.05,7.85,47.0,2.0,1.0,8,0,0,0,,2024
Noor Ahmad,Gujarat Titans,10,290,75,139.0,36.25,26.12,59.31,5.8,8.32,34.5,5.0,0.0,8,0,0,0,,2024
Nuwan Thushara,Mumbai Indians,7,257,51,121.0,32.12,19.5,62.25,4.45,9.88,26.0,14.0,2.0,8,0,0,0,,2024
Umesh Yadav,Gujarat Titans,7,210,56,73.0,26.25,15.75,77.14,3.5,10.0,21.0,3.0,0.0,8,0,0,0,,2024
Jaydev Unadkat,Sunrisers Hyderabad,11,319,44,156.0,39.87,23.37,56.42,5.05,10.23,31.1,13.0,0.0,8,0,0,0,,2024
Mayank Markande,Sunrisers Hyderabad,7,259,29,113.0,32.37,16.5,65.63,4.25,11.77,22.0,9.0,1.0,8,0,0,0,,2024
Mayank Yadav,Lucknow Super Giants,4,85,42,34.0,12.14,10.42,72.94,5.21,6.98,12.1,2.0,1.0,7,0,0,0,,2024
Harpreet Brar,Punjab Kings,13,303,74,156.0,43.28,32.57,50.82,7.12,7.97,38.0,2.0,0.0,7,0,0,0,,2024
Nandre Burger,Rajasthan Royals,6,145,50,55.0,20.71,14.57,78.62,4.08,8.52,17.0,3.0,0.0,7,0,0,0,,2024
Sai Kishore,Gujarat Titans,5,137,30,63.0,19.57,12.85,58.39,6.0,9.13,15.0,3.0,0.0,7,0,1,0,,2024
Shahbaz Ahmed,Sunrisers Hyderabad,16,270,52,114.0,38.57,23.57,68.14,4.34,9.81,27.3,0.0,1.0,7,0,0,0,,2024
Karn Sharma,Royal Challengers Bengaluru,9,254,41,108.0,36.28,20.57,68.5,4.11,10.58,24.0,5.0,0.0,7,0,0,0,,2024
Anrich Nortje,Delhi Capitals,6,294,40,100.0,42.0,18.85,78.91,2.8,13.36,22.0,7.0,1.0,7,0,0,0,,2024
Krunal Pandya,Lucknow Super Giants,14,255,58,147.0,42.5,33.0,47.84,7.61,7.72,33.0,7.0,0.0,6,0,0,0,,2024
Glenn Maxwell,Royal Challengers Bengaluru,10,129,34,64.0,21.5,16.0,58.91,6.4,8.06,16.0,2.0,0.0,6,0,0,0,,2024
Swapnil Singh,Royal Challengers Bengaluru,7,133,27,65.0,22.16,15.0,60.15,5.29,8.86,15.0,1.0,1.0,6,0,0,0,,2024
Kuldeep Sen,Rajasthan Royals,3,122,24,55.0,20.33,12.0,68.85,3.78,10.16,12.0,6.0,1.0,6,0,0,0,,2024
Sandeep Warrier,Gujarat Titans,5,119,31,39.0,19.83,11.0,80.67,3.47,10.81,11.0,3.0,1.0,6,0,0,0,,2024
Deepak Chahar,Chennai Super Kings,8,202,60,86.0,40.4,28.2,70.29,4.54,8.59,23.3,5.0,0.0,5,0,0,0,,2024
Shardul Thakur,Chennai Super Kings,9,309,48,149.0,61.8,38.0,61.48,4.63,9.75,31.4,4.0,3.0,5,0,0,0,,2024
Simarjeet Singh,Chennai Super Kings,4,121,28,52.0,24.2,14.4,66.11,4.5,10.08,12.0,8.0,0.0,5,0,0,0,,2024
Akash Madhwal,Mumbai Indians,5,205,36,83.0,41.0,21.8,71.21,3.4,11.28,18.1,8.0,2.0,5,0,0,0,,2024
Azmatullah Omarzai,Gujarat Titans,7,186,57,74.0,46.5,31.5,77.41,3.81,8.85,21.0,5.0,0.0,4,0,0,0,,2024
Marcus Stoinis,Lucknow Super Giants,14,126,33,54.0,31.5,21.0,61.9,5.25,9.0,14.0,3.0,0.0,4,0,0,0,,2024
Spencer Johnson,Gujarat Titans,5,151,35,64.0,37.75,24.0,72.84,4.0,9.43,16.0,3.0,0.0,4,0,0,0,,2024
Vyshak Vijaykumar,Royal Challengers Bengaluru,4,142,24,66.0,35.5,21.75,63.38,4.57,9.79,14.3,3.0,0.0,4,0,0,0,,2024
Reece Topley,Royal Challengers Bengaluru,4,168,31,64.0,42.0,22.5,75.0,3.33,11.2,15.0,5.0,0.0,4,0,0,0,,2024
Josh Little,Gujarat Titans,1,45,9,16.0,11.25,6.0,80.0,3.0,11.25,4.0,1.0,0.0,4,0,1,0,,2024
Liam Livingstone,Punjab Kings,7,84,26,49.0,28.0,24.0,50.0,8.0,7.0,12.0,3.0,0.0,3,0,0,0,,2024
Tristan Stubbs,Delhi Capitals,14,15,6,7.0,5.0,4.0,53.33,6.0,7.5,2.0,1.0,0.0,3,0,0,0,,2024
Darshan Nalkande,Gujarat Titans,3,45,7,24.0,15.0,9.66,48.88,7.25,9.31,4.5,2.0,0.0,3,0,0,0,,2024
Shreyas Gopal,Mumbai Indians,3,67,10,32.0,22.33,14.0,53.73,7.0,9.57,7.0,0.0,0.0,3,0,0,0,,2024
Nitish Kumar Reddy,Sunrisers Hyderabad,13,153,20,67.0,51.0,26.33,66.66,3.76,11.62,13.1,7.0,1.0,3,0,0,0,,2024
Keshav Maharaj,Rajasthan Royals,2,39,11,25.0,19.5,18.0,35.89,12.0,6.5,6.0,0.0,0.0,2,0,0,0,,2024
Mitchell Santner,Chennai Super Kings,3,64,23,31.0,32.0,27.0,59.37,6.75,7.11,9.0,0.0,0.0,2,0,0,0,,2024
Maheesh Theekshana,Chennai Super Kings,5,144,46,75.0,72.0,60.0,51.38,8.0,7.2,20.0,1.0,0.0,2,0,0,0,,2024
Abhishek Sharma,Sunrisers Hyderabad,16,51,12,30.0,25.5,21.0,47.05,7.0,7.28,7.0,0.0,0.0,2,0,0,0,,2024
Mohammad Nabi,Mumbai Indians,7,109,19,55.0,54.5,37.0,58.71,6.16,8.83,12.2,0.0,0.0,2,0,0,0,,2024
Moeen Ali,Chennai Super Kings,8,71,12,37.0,35.5,24.0,45.07,8.0,8.87,8.0,1.0,0.0,2,0,0,0,,2024
Vidwath Kaverappa,Punjab Kings,1,36,11,13.0,18.0,12.0,72.22,4.8,9.0,4.0,0.0,0.0,2,0,0,0,,2024
Will Jacks,Royal Challengers Bengaluru,8,100,11,44.0,50.0,27.0,66.0,4.15,11.11,9.0,1.0,0.0,2,0,0,0,,2024
Anshul Kamboj,Mumbai Indians,3,114,20,48.0,57.0,30.0,66.66,3.75,11.4,10.0,6.0,2.0,2,0,0,0,,2024
Shashank Singh,Punjab Kings,14,5,1,5.0,5.0,6.0,0.0,0.0,5.0,1.0,0.0,0.0,1,0,0,0,,2024
Nathan Ellis,Punjab Kings,1,24,10,14.0,24.0,24.0,50.0,8.0,6.0,4.0,0.0,0.0,1,0,0,0,,2024
M Siddharth,Lucknow Super Giants,3,71,22,35.0,71.0,54.0,50.7,6.75,7.88,9.0,1.0,3.0,1,0,0,0,,2024
Vijayakanth Viyaskanth,Sunrisers Hyderabad,3,86,19,41.0,86.0,60.0,60.46,6.0,8.6,10.0,0.0,0.0,1,0,0,0,,2024
Richard Gleeson,Chennai Super Kings,2,71,20,31.0,71.0,47.0,64.78,4.7,9.06,7.5,3.0,1.0,1,0,0,0,,2024
Matt Henry,Lucknow Super Giants,4,110,26,48.0,110.0,72.0,60.0,5.14,9.16,12.0,2.0,0.0,1,0,0,0,,2024
Amit Mishra,Lucknow Super Giants,1,20,5,7.0,20.0,12.0,80.0,4.0,10.0,2.0,0.0,0.0,1,0,0,0,,2024
Mayank Dagar,Royal Challengers Bengaluru,5,120,22,50.0,120.0,71.0,66.66,4.43,10.14,11.5,1.0,0.0,1,0,0,0,,2024
Arshad Khan,Lucknow Super Giants,4,114,24,45.0,114.0,61.0,73.68,3.21,11.21,10.1,8.0,0.0,1,0,0,0,,2024
Daryl Mitchell,Chennai Super Kings,13,70,4,34.0,70.0,36.0,60.0,4.0,11.66,6.0,2.0,0.0,1,0,0,0,,2024
Alzarri Joseph,Royal Challengers Bengaluru,3,115,18,46.0,115.0,58.0,73.04,3.41,11.89,9.4,6.0,0.0,1,0,0,0,,2024
Lizaad Williams,Delhi Capitals,2,72,13,28.0,72.0,36.0,69.44,3.27,12.0,6.0,4.0,2.0,1,0,0,0,,2024
Mitchell Marsh,Delhi Capitals,4,103,9,45.0,103.0,48.0,67.96,3.2,12.87,8.0,6.0,0.0,1,0,0,0,,2024
Marco Jansen,Sunrisers Hyderabad,3,129,20,48.0,129.0,60.0,74.41,2.85,12.9,10.0,6.0,2.0,1,0,0,0,,2024
Yudhvir Singh,Lucknow Super Giants,2,52,5,19.0,52.0,24.0,65.38,3.42,13.0,4.0,0.0,0.0,1,0,0,0,,2024
Romario Shepherd,Mumbai Indians,6,159,18,58.0,159.0,72.0,72.95,3.0,13.25,12.0,4.0,0.0,1,0,0,0,,2024
Shivam Dube,Chennai Super Kings,14,14,1,5.0,14.0,6.0,71.42,3.0,14.0,1.0,0.0,0.0,1,0,0,0,,2024
Washington Sundar,Sunrisers Hyderabad,2,73,3,27.0,73.0,30.0,73.97,2.5,14.6,5.0,0.0,0.0,1,0,0,0,,2024
Kwena Maphaka,Mumbai Indians,2,89,12,27.0,89.0,36.0,87.64,2.11,14.83,6.0,3.0,0.0,1,0,0,0,,2024
Luke Wood,Mumbai Indians,2,93,9,29.0,93.0,36.0,83.87,2.11,15.5,6.0,1.0,1.0,1,0,0,0,,2024
Akash Deep,Royal Challengers Bengaluru,1,55,6,17.0,55.0,21.0,80.0,2.62,15.71,3.3,2.0,0.0,1,0,0,0,,2024
Prasidh Krishna,Gujarat Titans,15,488,146,218.0,19.52,14.16,65.98,5.13,8.27,59.0,10.0,0.0,25,0,1,0,,2025
Noor Ahmad,Chennai Super Kings,14,408,107,207.0,17.0,12.5,56.86,6.12,8.16,50.0,11.0,3.0,24,0,2,0,,2025
Trent Boult,Mumbai Indians,16,517,127,230.0,23.5,15.72,64.21,4.8,8.96,57.4,11.0,0.0,22,0,1,0,,2025
Josh Hazlewood,Royal Challengers Bengaluru,11,332,113,131.0,15.8,11.42,74.09,4.52,8.3,40.0,4.0,0.0,21,0,1,0,,2025
Sai Kishore,Gujarat Titans,15,393,77,185.0,20.68,13.42,60.55,5.42,9.24,42.3,7.0,0.0,19,0,0,0,,2025
Jasprit Bumrah,Mumbai Indians,12,316,128,161.0,17.55,15.77,56.96,7.28,6.67,47.2,5.0,0.0,18,0,1,0,,2025
Arshdeep Singh,Punjab Kings,16,478,129,212.0,26.55,18.11,67.36,4.4,8.79,54.2,15.0,0.0,18,1,0,0,,2025
Varun Chakaravarthy,Kolkata Knight Riders,13,383,117,191.0,22.52,17.64,58.48,6.25,7.66,50.0,8.0,0.0,17,0,0,0,,2025
Vaibhav Arora,Kolkata Knight Riders,12,430,94,178.0,25.29,15.0,69.76,3.92,10.11,42.3,17.0,0.0,17,1,0,0,,2025
Pat Cummins,Sunrisers Hyderabad,14,450,118,194.0,28.12,18.62,67.11,4.65,9.06,49.4,13.0,1.0,16,0,0,0,,2025
Marco Jansen,Punjab Kings,14,434,116,183.0,27.12,17.68,68.2,4.49,9.2,47.1,15.0,2.0,16,0,0,0,,2025
Mohammed Siraj,Gujarat Titans,15,527,151,216.0,32.93,21.37,72.1,4.07,9.24,57.0,25.0,0.0,16,0,1,0,,2025
Harshal Patel,Sunrisers Hyderabad,13,430,85,201.0,26.87,16.43,62.32,4.45,9.8,43.5,19.0,4.0,16,0,2,0,,2025
Kuldeep Yadav,Delhi Capitals,14,361,107,204.0,24.06,20.4,45.98,8.74,7.07,51.0,4.0,1.0,15,0,0,0,,2025
Krunal Pandya,Royal Challengers Bengaluru,14,362,72,187.0,24.13,16.8,55.24,6.14,8.61,42.0,7.0,0.0,15,0,1,0,,2025
Bhuvneshwar Kumar,Royal Challengers Bengaluru,13,445,114,180.0,29.66,19.2,70.56,4.29,9.27,48.0,6.0,0.0,15,0,0,0,,2025
Khaleel Ahmed,Chennai Super Kings,14,447,137,153.0,29.8,18.66,79.19,3.68,9.57,46.4,7.0,3.0,15,0,0,0,,2025
Yuzvendra Chahal,Punjab Kings,13,393,70,183.0,26.2,16.4,61.06,5.12,9.58,41.0,7.0,0.0,15,0,2,0,,2025
Harshit Rana,Kolkata Knight Riders,13,448,105,171.0,29.86,17.6,75.0,3.66,10.18,44.0,10.0,2.0,15,0,0,0,,2025
Digvesh Singh,Lucknow Super Giants,13,429,98,223.0,30.64,22.28,55.94,5.88,8.25,52.0,7.0,2.0,14,0,0,0,,2025
Hardik Pandya,Mumbai Indians,15,342,67,162.0,24.42,15.0,62.57,4.66,9.77,35.0,16.0,3.0,14,0,0,1,,2025
Mitchell Starc,Delhi Capitals,11,366,85,142.0,26.14,15.42,75.4,3.48,10.16,36.0,8.0,3.0,14,0,0,1,,2025
Eshan Malinga,Sunrisers Hyderabad,7,238,56,109.0,18.3,12.3,67.22,4.57,8.92,26.4,5.0,0.0,13,0,0,0,,2025
Matheesha Pathirana,Chennai Super Kings,12,424,82,202.0,32.61,19.3,58.96,5.02,10.13,41.5,32.0,1.0,13,0,0,0,,2025
Avesh Khan,Lucknow Super Giants,13,487,77,217.0,37.46,21.84,65.29,4.11,10.28,47.2,10.0,0.0,13,0,0,0,,2025
Shardul Thakur,Lucknow Super Giants,10,375,61,165.0,28.84,15.69,67.73,3.7,11.02,34.0,21.0,1.0,13,0,1,0,,2025
Sunil Narine,Kolkata Knight Riders,12,351,89,186.0,29.25,22.5,51.28,7.94,7.8,45.0,3.0,2.0,12,0,0,0,,2025
Yash Dayal,Royal Challengers Bengaluru,14,452,87,200.0,37.66,23.0,62.38,4.52,9.82,46.0,7.0,4.0,12,0,0,0,,2025
Mukesh Kumar,Delhi Capitals,12,408,82,173.0,34.0,19.75,68.13,4.01,10.32,39.3,16.0,2.0,12,1,1,0,,2025
Jaydev Unadkat,Sunrisers Hyderabad,7,175,54,92.0,15.9,13.0,57.14,6.21,7.34,23.5,3.0,0.0,11,0,0,0,,2025
Wanindu Hasaranga,Rajasthan Royals,11,371,67,184.0,33.72,22.36,57.68,5.72,9.04,41.0,5.0,0.0,11,0,1,0,,2025
Vipraj Nigam,Delhi Capitals,14,356,74,170.0,32.36,21.27,61.23,5.31,9.12,39.0,6.0,4.0,11,0,0,0,,2025
Deepak Chahar,Mumbai Indians,14,376,108,155.0,34.18,22.36,67.02,4.39,9.17,41.0,15.0,2.0,11,1,0,0,,2025
Jofra Archer,Rajasthan Royals,12,431,110,181.0,39.18,24.81,70.53,4.07,9.47,45.3,17.0,2.0,11,1,0,0,,2025
Maheesh Theekshana,Rajasthan Royals,11,410,72,199.0,37.27,22.9,58.53,4.75,9.76,42.0,17.0,2.0,11,0,0,0,,2025
Ashwani Kumar,Mumbai Indians,7,232,37,95.0,21.09,11.18,69.82,3.72,11.31,20.3,7.0,2.0,11,0,1,0,,2025
Mitchell Santner,Mumbai Indians,13,313,79,168.0,31.3,23.7,53.67,6.4,7.92,39.3,10.0,0.0,10,0,0,0,,2025
Ravindra Jadeja,Chennai Super Kings,14,324,77,155.0,32.4,22.7,59.87,5.67,8.56,37.5,3.0,2.0,10,0,0,0,,2025
Harpreet Brar,Punjab Kings,8,190,40,94.0,19.0,13.2,60.0,5.5,8.63,22.0,1.0,1.0,10,0,0,0,,2025
Rashid Khan,Gujarat Titans,15,514,94,242.0,57.11,36.66,61.08,5.32,9.34,55.0,6.0,0.0,9,0,0,0,,2025
Sandeep Sharma,Rajasthan Royals,10,361,54,185.0,40.11,24.33,54.29,5.21,9.89,36.3,19.0,1.0,9,0,0,0,,2025
Tushar Deshpande,Rajasthan Royals,10,340,59,153.0,37.77,21.33,64.11,4.0,10.62,32.0,20.0,0.0,9,0,0,0,,2025
Ravi Bishnoi,Lucknow Super Giants,11,401,68,165.0,44.55,24.66,69.32,3.89,10.83,37.0,11.0,0.0,9,0,0,0,,2025
Anshul Kamboj,Chennai Super Kings,8,172,56,74.0,21.5,16.12,67.44,5.16,8.0,21.3,0.0,1.0,8,0,0,0,,2025
Suyash Sharma,Royal Challengers Bengaluru,13,423,98,195.0,52.87,36.0,64.3,4.96,8.81,48.0,5.0,0.0,8,0,0,0,,2025
Andre Russell,Kolkata Knight Riders,13,217,29,85.0,27.12,13.62,74.65,3.2,11.94,18.1,2.0,3.0,8,0,0,0,,2025
Karn Sharma,Mumbai Indians,6,128,27,64.0,18.28,12.85,57.81,6.0,8.53,15.0,1.0,0.0,7,0,0,0,,2025
Ravichandran Ashwin,Chennai Super Kings,9,283,57,132.0,40.42,26.57,63.6,5.16,9.12,31.0,3.0,0.0,7,0,0,0,,2025
Azmatullah Omarzai,Punjab Kings,8,244,43,100.0,34.85,19.71,64.75,4.05,10.6,23.0,5.0,0.0,7,0,0,0,,2025
Moeen Ali,Kolkata Knight Riders,6,136,29,70.0,22.66,16.0,54.41,6.85,8.5,16.0,3.0,0.0,6,1,0,0,,2025
Will Jacks,Mumbai Indians,13,120,32,58.0,20.0,14.0,56.66,5.6,8.57,14.0,5.0,1.0,6,0,0,0,,2025
Vignesh Puthur,Mumbai Indians,5,109,24,49.0,18.16,12.0,64.22,5.53,9.08,12.0,1.0,0.0,6,0,0,0,,2025
Zeeshan Ansari,Sunrisers Hyderabad,10,333,48,161.0,55.5,33.83,59.45,4.95,9.84,33.5,5.0,1.0,6,0,0,0,,2025
Mohd Arshad Khan,Gujarat Titans,9,217,49,87.0,36.16,21.0,71.88,3.7,10.33,21.0,9.0,1.0,6,0,0,0,,2025
Mohammad Shami,Sunrisers Hyderabad,9,337,60,127.0,56.16,30.0,77.74,3.15,11.23,30.0,6.0,1.0,6,0,0,0,,2025
William O Rourke,Lucknow Super Giants,3,132,15,49.0,22.0,10.33,75.75,2.81,12.77,10.2,2.0,0.0,6,0,0,0,,2025
Axar Patel,Delhi Capitals,12,288,65,142.0,57.6,40.8,61.11,5.51,8.47,34.0,3.0,0.0,5,0,0,0,,2025
Lockie Ferguson,Punjab Kings,4,104,28,48.0,20.8,13.6,59.61,5.66,9.17,11.2,8.0,0.0,5,0,0,0,,2025
Harsh Dubey,Sunrisers Hyderabad,3,98,18,43.0,19.6,12.0,65.3,5.0,9.8,10.0,1.0,0.0,5,0,0,0,,2025
Romario Shepherd,Royal Challengers Bengaluru,7,121,22,49.0,24.2,13.2,74.38,3.66,11.0,11.0,5.0,0.0,5,0,0,0,,2025
Mustafizur Rahman,Delhi Capitals,3,87,23,43.0,21.75,16.5,55.17,6.6,7.9,11.0,0.0,0.0,4,0,0,0,,2025
Glenn Maxwell,Punjab Kings,7,110,28,54.0,27.5,19.5,60.0,5.57,8.46,13.0,4.0,0.0,4,0,0,0,,2025
Akash Singh,Lucknow Super Giants,3,99,20,47.0,24.75,16.75,66.66,4.18,8.86,11.1,0.0,0.0,4,0,0,0,,2025
Aiden Markram,Lucknow Super Giants,13,102,15,53.0,25.5,16.5,52.94,6.6,9.27,11.0,2.0,0.0,4,0,0,0,,2025
Lungisani Ngidi,Royal Challengers Bengaluru,2,81,13,35.0,20.25,12.0,64.19,4.36,10.12,8.0,0.0,0.0,4,0,0,0,,2025
Akash Madhwal,Rajasthan Royals,4,166,23,74.0,41.5,22.5,66.26,3.75,11.06,15.0,7.0,0.0,4,0,0,0,,2025
Ishant Sharma,Gujarat Titans,7,205,35,82.0,51.25,27.5,72.19,3.43,11.18,18.2,7.0,0.0,4,0,0,0,,2025
Dushmantha Chameera,Delhi Capitals,6,171,20,78.0,42.75,22.5,63.15,4.09,11.4,15.0,8.0,0.0,4,0,0,0,,2025
Yudhvir Singh Charak,Rajasthan Royals,4,131,26,44.0,32.75,16.5,79.38,3.0,11.9,11.0,4.0,1.0,4,0,0,0,,2025
Riyan Parag,Rajasthan Royals,14,170,30,98.0,56.66,40.0,45.88,7.5,8.5,20.0,8.0,0.0,3,0,0,0,,2025
Prince Yadav,Lucknow Super Giants,6,225,43,101.0,75.0,45.66,64.0,4.41,9.85,22.5,7.0,0.0,3,0,0,0,,2025
Vyshak Vijaykumar,Punjab Kings,4,151,26,61.0,50.33,26.0,62.25,4.1,11.61,13.0,8.0,1.0,3,0,0,0,,2025
Akash Deep,Lucknow Super Giants,6,229,35,92.0,76.33,38.0,72.48,3.08,12.05,19.0,13.0,0.0,3,0,0,0,,2025
Ayush Badoni,Lucknow Super Giants,14,13,3,7.0,6.5,5.0,46.15,10.0,7.8,1.4,0.0,0.0,2,0,0,0,,2025
Liam Livingstone,Royal Challengers Bengaluru,9,76,10,44.0,38.0,27.0,47.36,6.75,8.44,9.0,0.0,0.0,2,0,0,0,,2025
Kamindu Mendis,Sunrisers Hyderabad,5,60,11,31.0,30.0,21.0,56.66,6.0,8.57,7.0,0.0,0.0,2,0,0,0,,2025
Kyle Jamieson,Punjab Kings,3,99,25,42.0,49.5,33.0,68.68,4.4,9.0,11.0,1.0,0.0,2,1,0,0,,2025
Nitish Kumar Reddy,Sunrisers Hyderabad,13,47,9,25.0,23.5,15.0,55.31,6.0,9.4,5.0,4.0,0.0,2,0,0,0,,2025
M Siddharth,Lucknow Super Giants,2,67,12,31.0,33.5,21.0,65.67,4.66,9.57,7.0,1.0,0.0,2,0,0,0,,2025
Xavier Bartlett,Punjab Kings,4,96,28,32.0,48.0,30.0,77.08,3.75,9.6,10.0,0.0,0.0,2,0,0,0,,2025
Kumar Kartikeya Singh,Rajasthan Royals,4,78,16,33.0,39.0,24.0,69.23,4.36,9.75,8.0,1.0,0.0,2,0,0,0,,2025
Washington Sundar,Gujarat Titans,6,111,16,51.0,55.5,32.5,63.06,4.64,10.24,10.5,2.0,0.0,2,0,0,0,,2025
Mohit Sharma,Delhi Capitals,8,257,33,130.0,128.5,75.0,56.8,4.83,10.28,25.0,10.0,3.0,2,0,0,0,,2025
Gerald Coetzee,Gujarat Titans,4,131,21,55.0,65.5,36.0,65.64,4.23,10.91,12.0,4.0,0.0,2,0,0,0,,2025
Kagiso Rabada,Gujarat Titans,4,162,24,64.0,81.0,42.0,70.37,3.65,11.57,14.0,4.0,0.0,2,0,0,0,,2025
Adam Zampa,Sunrisers Hyderabad,2,94,10,40.0,47.0,24.0,70.21,3.69,11.75,8.0,2.0,0.0,2,0,0,0,,2025
Mayank Yadav,Lucknow Super Giants,2,100,18,35.0,50.0,24.0,78.0,3.2,12.5,8.0,5.0,0.0,2,0,0,0,,2025
Simarjeet Singh,Sunrisers Hyderabad,4,141,22,41.0,70.5,30.0,89.36,2.4,14.1,10.0,2.0,1.0,2,0,0,0,,2025
Nuwan Thushara,Royal Challengers Bengaluru,1,26,10,16.0,26.0,24.0,61.53,6.0,6.5,4.0,1.0,1.0,1,0,0,0,,2025
Anukul Roy,Kolkata Knight Riders,1,27,8,17.0,27.0,24.0,44.44,8.0,6.75,4.0,1.0,0.0,1,0,0,0,,2025
Corbin Bosch,Mumbai Indians,2,55,24,21.0,55.0,42.0,72.72,5.25,7.85,7.0,3.0,0.0,1,0,0,0,,2025
Nathan Ellis,Chennai Super Kings,1,38,6,19.0,38.0,24.0,47.36,6.0,9.5,4.0,1.0,0.0,1,0,0,0,,2025
Kulwant Khejroliya,Gujarat Titans,1,29,4,15.0,29.0,18.0,62.06,4.5,9.66,3.0,1.0,0.0,1,0,0,0,,2025
Pravin Dubey,Punjab Kings,1,20,4,8.0,20.0,12.0,80.0,3.0,10.0,2.0,0.0,0.0,1,0,0,0,,2025
Kwena Maphaka,Rajasthan Royals,2,54,12,20.0,54.0,30.0,85.18,3.0,10.8,5.0,2.0,0.0,1,0,0,0,,2025
Sam Curran,Chennai Super Kings,5,133,18,56.0,133.0,72.0,69.17,3.78,11.08,12.0,2.0,0.0,1,0,0,0,,2025
Richard Gleeson,Mumbai Indians,1,39,5,17.0,39.0,21.0,71.79,3.0,11.14,3.3,1.0,0.0,1,0,0,0,,2025
Rasikh Dar,Royal Challengers Bengaluru,2,70,14,24.0,70.0,36.0,82.85,3.0,11.66,6.0,2.0,0.0,1,0,0,0,,2025
Spencer Johnson,Kolkata Knight Riders,4,133,26,47.0,133.0,68.0,78.19,3.09,11.73,11.2,5.0,0.0,1,0,0,0,,2025
Mukesh Choudhary,Chennai Super Kings,2,71,11,25.0,71.0,36.0,81.69,2.76,11.83,6.0,0.0,0.0,1,0,0,0,,2025
Anrich Nortje,Kolkata Knight Riders,2,83,17,28.0,83.0,42.0,84.33,2.62,11.85,7.0,3.0,0.0,1,0,0,0,,2025
Shahbaz Ahmed,Lucknow Super Giants,3,102,11,45.0,102.0,51.0,64.7,3.64,12.0,8.3,5.0,0.0,1,0,0,0,,2025
Yash Thakur,Punjab Kings,2,79,11,32.0,79.0,39.0,70.88,3.25,12.15,6.3,3.0,1.0,1,0,0,0,,2025
Marcus Stoinis,Punjab Kings,12,175,22,69.0,175.0,85.0,69.71,3.54,12.35,14.1,5.0,1.0,1,0,0,0,,2025
Shahrukh Khan,Gujarat Titans,15,13,1,5.0,13.0,6.0,76.92,3.0,13.0,1.0,0.0,0.0,1,0,0,0,,2025
V Satyanarayana Penmetsa,Mumbai Indians,2,53,4,25.0,53.0,24.0,64.15,3.42,13.25,4.0,5.0,0.0,1,0,0,0,,2025
Musheer Khan,Punjab Kings,1,27,1,11.0,27.0,12.0,74.07,3.0,13.5,2.0,0.0,0.0,1,0,0,0,,2025
Mujeeb-ur-Rahman,Mumbai Indians,1,28,4,9.0,28.0,12.0,78.57,2.4,14.0,2.0,1.0,0.0,1,0,0,0,,2025
